EDL	00:17:53,350	00:17:57,850	| VfD E48 The Inner-Machine Therapist |	Another example is uh in telemedicine. 
EDL	00:17:57,850	00:18:04,990	| VfD E48 The Inner-Machine Therapist |	And this is important to both DoD and civil, because we can get the medical personnel into the field. 
EDL	00:18:05,100	00:18:06,790	| VfD E48 The Inner-Machine Therapist |	where it's needed at all time. 
EDL	00:18:06,790	00:18:14,090	| VfD E48 The Inner-Machine Therapist |	So telemedicine is a very important mechanism for getting that first round of care to everyone have no field. 
EDL	00:18:14,360	00:18:27,826	| VfD E48 The Inner-Machine Therapist |	It means that if somebody is downloading a maintainence manual for truck, it's not, it'll take a little bit longer to get there, but the telemedicine session goes on on in a rapid. 
EDL	00:18:27,826	00:18:29,730	| VfD E48 The Inner-Machine Therapist |	So that's another example of it. 


EDL	00:18:30,300	00:18:35,860	| VfD E48 The Inner-Machine Therapist |	Right you now cannot be, want to be in the middle of either a procedure or giving instructions for procedure. 
EDL	00:18:35,860	00:18:42,610	| VfD E48 The Inner-Machine Therapist |	And you freeze, and then you leave people on the other end wondering what they should do in medical situation. 
EDL	00:18:42,760	00:18:49,830	| VfD E48 The Inner-Machine Therapist |	Exactly, you don't want the media to be seen and be certain too, and then just dead. 


NOTE: 给QoS找场景 //laugh

* IoT

EDL	00:18:50,390	00:18:58,960	| VfD E48 The Inner-Machine Therapist |	So now let's move on to another program that you're inherited in this one, actually, really, I think, will be relevant. 
EDL	00:18:58,960	00:19:20,490	| VfD E48 The Inner-Machine Therapist |	Many people who are buying more and more internet connected technologies, which is scheduled when you think of all of these things, they are collectively known as the internet of things i'm referring to the program called configuration, security or concept for short, had its beginnings in the twenty seventeen, twenty eighteen time frame. 
EDL	00:19:20,490	00:19:33,490	| VfD E48 The Inner-Machine Therapist |	You took the batton in 2020 again, soon after you start suddenly, unlike many program managers, you, you are shepherding two programs and certainly thinking about the third one that will talk about just a little bit. 
EDL	00:19:33,790	00:19:45,100	| VfD E48 The Inner-Machine Therapist |	So some of this technology already is getting adopted in places as the USnavy and also the federal railroad administration, on other places. 
EDL	00:19:45,100	00:19:51,230	| VfD E48 The Inner-Machine Therapist |	Before we talk about the program in some detail, i'd like just to hear what your definition is of internet things. 

** Your definition?

EDL	00:19:51,710	00:19:56,720	| VfD E48 The Inner-Machine Therapist |	Internet of things has a whole bunch of different conditions to it. 
EDL	00:19:57,240	00:19:58,830	| VfD E48 The Inner-Machine Therapist |	In my household. 
EDL	00:19:58,830	00:20:06,190	| VfD E48 The Inner-Machine Therapist |	I have a internet connected rabbits and include internet connected piggy bank, as well as weather stations. 
EDL	00:20:06,500	00:20:11,830	| VfD E48 The Inner-Machine Therapist |	As a matter of fact, several hundred devices are sitting on my home Internet.

wow: 上百个设备?

EDL	00:20:12,040	00:20:19,240	| VfD E48 The Inner-Machine Therapist |	Okay, now you don't want to ask the interruption of talking about the definition here, but you just have to explain what is an internet connected rabbit. 
EDL	00:20:19,240	00:20:23,580	| VfD E48 The Inner-Machine Therapist |	This is something called the neighbor's technique out of friends. 
EDL	00:20:23,970	00:20:26,530	| VfD E48 The Inner-Machine Therapist |	It has years that vehicle back and forth. 
EDL	00:20:27,100	00:20:31,170	| VfD E48 The Inner-Machine Therapist |	And right now, all the servers around by volunteers around the world. 
EDL	00:20:31,490	00:20:58,740	| VfD E48 The Inner-Machine Therapist |	But it was a very, very early incentive of what would be something like the amazon alexa, and it now evolves too, basically telling you things like you look really good today, or that it's nervous, and upset. And people have made, nevertheless attack or*****ras with several hundred of these things. 
EDL	00:20:59,070	00:21:10,000	| VfD E48 The Inner-Machine Therapist |	My son found it when he was studying overseas and and brought it back, and it's become part of a petting zoo of internet of things, devices. 


** 养蜂 bee hive

EDL	00:21:10,000	00:21:15,727	| VfD E48 The Inner-Machine Therapist |	[Host] Okay, so I no longer have a very longer animal in mind when you say that, and you will clarify it. 
